Name,,Sample,Expression
ENSG00000143514.17,,GTEX.1KAFJ.0326.SM.DHXJG,28.6981
ENSG00000143514.17,,GTEX.1KANB.1026.SM.D3L9F,27.3781
ENSG00000143514.17,,GTEX.1KD4Q.0926.SM.CXZKI,40.5286
ENSG00000143514.17,,GTEX.1KD5A.1126.SM.CXZK6,18.7995
ENSG00000143514.17,,GTEX.1KWVE.0426.SM.DHXJX,51.1046
ENSG00000143514.17,,GTEX.1KXAM.0426.SM.DHXKG,32.171
ENSG00000143514.17,,GTEX.1L5NE.0726.SM.CXZKQ,35.5354
ENSG00000143514.17,,GTEX.1LB8K.0826.SM.D4P41,73.7138
ENSG00000143514.17,,GTEX.1LC47.1126.SM.D4P43,25.9044
ENSG00000143514.17,,GTEX.1LG7Y.0826.SM.E9TJX,46.8455
ENSG00000143514.17,,GTEX.1LGRB.0226.SM.CNPQK,37.7548
ENSG00000143514.17,,GTEX.1LH75.0226.SM.F33ZP,24.3735
ENSG00000143514.17,,GTEX.1LSNL.1126.SM.G8LN1,53.8781
ENSG00000143514.17,,GTEX.1LSVX.0626.SM.E9U59,34.908
ENSG00000143514.17,,GTEX.1LVAN.1126.SM.CNNRE,22.0997
ENSG00000143514.17,,GTEX.1LVAO.1226.SM.DIPGB,22.6715
ENSG00000143514.17,,GTEX.1M4P7.0826.SM.E9TJR,19.3027
ENSG00000143514.17,,GTEX.1MA7X.0626.SM.E9TJI,53.3995
ENSG00000143514.17,,GTEX.1MCC2.0726.SM.EV7AL,28.4331
ENSG00000143514.17,,GTEX.1MGNQ.0826.SM.EVR41,30.6035
ENSG00000143514.17,,GTEX.1MJIX.0626.SM.DTX8V,30.9996
ENSG00000143514.17,,GTEX.1MJK2.1126.SM.E9TJ7,28.1592
ENSG00000143514.17,,GTEX.1N2DW.1126.SM.EVR59,117.62
ENSG00000143514.17,,GTEX.1N5O9.1226.SM.HAUYN,56.8356
ENSG00000143514.17,,GTEX.1NHNU.0426.SM.F2TBP,29.2686
ENSG00000143514.17,,GTEX.1NSGN.1626.SM.EXOJF,47.3237
ENSG00000143514.17,,GTEX.1NV5F.0926.SM.DTX8N,41.2088
ENSG00000143514.17,,GTEX.1NV8Z.1226.SM.F648B,55.1132
ENSG00000143514.17,,GTEX.1O9I2.0726.SM.EY5ZG,39.8199
ENSG00000143514.17,,GTEX.1OJC3.0726.SM.DTX92,28.8926
ENSG00000143514.17,,GTEX.1OJC4.0626.SM.DTXEY,40.338
ENSG00000143514.17,,GTEX.1OKEX.0326.SM.HAUY8,25.5801
ENSG00000143514.17,,GTEX.1P4AB.1026.SM.DTXES,30.0879
ENSG00000143514.17,,GTEX.1PBJJ.1326.SM.F3K42,43.623
ENSG00000143514.17,,GTEX.1PIIG.1826.SM.DTX7N,53.2311
ENSG00000143514.17,,GTEX.1POEN.1126.SM.EY5YO,32.0046
ENSG00000143514.17,,GTEX.1PPGY.1826.SM.EXOJ8,51.5379
ENSG00000143514.17,,GTEX.1PPH7.0226.SM.E76Q1,35.1915
ENSG00000143514.17,,GTEX.1PWST.0826.SM.DTXF1,25.9014
ENSG00000143514.17,,GTEX.1QAET.0426.SM.EXUSM,21.3082
ENSG00000143514.17,,GTEX.1QCLY.1026.SM.EWRNI,28.7036
ENSG00000143514.17,,GTEX.1QEPI.0826.SM.DTX9B,71.96
ENSG00000143514.17,,GTEX.1QMI2.0926.SM.DTX7S,30.1186
ENSG00000143514.17,,GTEX.1QP29.1226.SM.E6CQ1,50.1794
ENSG00000143514.17,,GTEX.1QP2A.1226.SM.EVR3I,39.9108
ENSG00000143514.17,,GTEX.1R9K4.0926.SM.EXOJN,38.075
ENSG00000143514.17,,GTEX.1R9K5.0926.SM.F2I2Z,18.7768
ENSG00000143514.17,,GTEX.1R9PM.0426.SM.EVR3P,27.5104
ENSG00000143514.17,,GTEX.1RAZQ.1026.SM.EAZ4R,42.76
ENSG00000143514.17,,GTEX.1RAZR.0726.SM.EV7BA,25.3725
ENSG00000143514.17,,GTEX.1RAZS.2226.SM.E8VMU,55.3032
ENSG00000143514.17,,GTEX.1RDX4.1626.SM.EVR53,22.6448
ENSG00000143514.17,,GTEX.1RLM8.0626.SM.E76OW,31.0239
ENSG00000143514.17,,GTEX.1RMOY.0226.SM.GQ1EG,38.4626
ENSG00000143514.17,,GTEX.1RNSC.1226.SM.E9U52,31.3898
ENSG00000143514.17,,GTEX.1RQED.1026.SM.EVYCT,43.2828
ENSG00000143514.17,,GTEX.1S3DN.1026.SM.HK7AU,57.2713
ENSG00000143514.17,,GTEX.1S5VW.0926.SM.EWRNU,25.1373
ENSG00000143514.17,,GTEX.1S5ZU.1026.SM.HK794,24.6849
ENSG00000143514.17,,GTEX.1S82P.0826.SM.EVR4P,41.1226
ENSG00000143514.17,,GTEX.1S82Z.0426.SM.GRR2U,44.2455
ENSG00000143514.17,,GTEX.1S83E.0526.SM.HLJQ8,29.5429
ENSG00000143514.17,,GTEX.N7MT.0126.SM.2D7VT,31.127
ENSG00000143514.17,,GTEX.NFK9.1026.SM.G8W7H,23.8877
ENSG00000143514.17,,GTEX.O5YT.0526.SM.32PK8,31.5149
ENSG00000143514.17,,GTEX.O5YU.0526.SM.HK78Z,23.1148
ENSG00000143514.17,,GTEX.O5YV.0526.SM.2I5GE,20.6904
ENSG00000143514.17,,GTEX.O5YW.0526.SM.2YUMX,51.8186
ENSG00000143514.17,,GTEX.OHPL.0526.SM.3NM8U,37.0407
ENSG00000143514.17,,GTEX.OHPM.0526.SM.2YUMJ,59.2047
ENSG00000143514.17,,GTEX.OIZF.0526.SM.7MXVM,20.7745
ENSG00000143514.17,,GTEX.OIZG.0526.SM.G8W7J,26.8361
ENSG00000143514.17,,GTEX.OIZH.0526.SM.2HMKV,33.1289
ENSG00000143514.17,,GTEX.OIZI.1026.SM.3NB1K,33.7049
ENSG00000143514.17,,GTEX.OOBJ.0526.SM.48TDK,30.7606
ENSG00000143514.17,,GTEX.OOBK.0526.SM.2HMJJ,35.4963
ENSG00000143514.17,,GTEX.OXRK.0926.SM.2HMKP,43.4939
ENSG00000143514.17,,GTEX.OXRL.0526.SM.2I3EZ,38.6295
ENSG00000143514.17,,GTEX.OXRN.0526.SM.2I5EN,40.5087
ENSG00000143514.17,,GTEX.OXRP.0526.SM.2I3EW,40.049
ENSG00000143514.17,,GTEX.P44H.1126.SM.48TBU,20.2513
ENSG00000143514.17,,GTEX.P4PP.0526.SM.2HMKE,64.411
ENSG00000143514.17,,GTEX.P4PQ.0526.SM.2HMKR,32.6437
ENSG00000143514.17,,GTEX.P4QS.0526.SM.2I3ET,26.8735
ENSG00000143514.17,,GTEX.P4QT.0526.SM.2I3EX,33.9378
ENSG00000143514.17,,GTEX.P78B.0926.SM.2I5FA,18.7693
ENSG00000143514.17,,GTEX.PLZ6.0426.SM.5IJDW,20.6615
ENSG00000143514.17,,GTEX.POMQ.0526.SM.3GADD,39.872
ENSG00000143514.17,,GTEX.POYW.1226.SM.2XCEP,29.0191
ENSG00000143514.17,,GTEX.PVOW.1026.SM.2XCF9,36.7733
ENSG00000143514.17,,GTEX.PW2O.0526.SM.2I3DX,28.5163
ENSG00000143514.17,,GTEX.PX3G.0526.SM.2I3EM,23.6744
ENSG00000143514.17,,GTEX.Q2AG.1026.SM.33HBW,43.4463
ENSG00000143514.17,,GTEX.Q2AH.0426.SM.2I3EP,34.3693
ENSG00000143514.17,,GTEX.Q734.0626.SM.2I3EF,21.6292
ENSG00000143514.17,,GTEX.QCQG.0326.SM.2I3ES,41.0763
ENSG00000143514.17,,GTEX.QDVJ.0926.SM.2I5FU,41.0599
ENSG00000143514.17,,GTEX.QDVN.0726.SM.4B64L,23.2465
ENSG00000143514.17,,GTEX.QEG4.0526.SM.48TZD,31.6284
ENSG00000143514.17,,GTEX.QEG5.1126.SM.33HC2,53.4774
ENSG00000143514.17,,GTEX.QMRM.0826.SM.3NB33,48.8012
ENSG00000143514.17,,GTEX.QVUS.2026.SM.EYYW9,22.6398
ENSG00000143514.17,,GTEX.QXCU.0626.SM.2TC69,49.5091
ENSG00000143514.17,,GTEX.R3RS.1026.SM.G8W61,40.6727
ENSG00000143514.17,,GTEX.R53T.0626.SM.HLJSG,38.0911
ENSG00000143514.17,,GTEX.R55C.0526.SM.3GIKA,32.0801
ENSG00000143514.17,,GTEX.R55D.0926.SM.G8W6I,23.6862
ENSG00000143514.17,,GTEX.R55F.0326.SM.EWRM6,22.4658
ENSG00000143514.17,,GTEX.REY6.0426.SM.G8W5V,23.5222
ENSG00000143514.17,,GTEX.RM2N.0426.SM.2TF4T,40.6376
ENSG00000143514.17,,GTEX.RNOR.0726.SM.2TF5I,175.519
ENSG00000143514.17,,GTEX.RVPV.1726.SM.2NKAQ,43.5789
ENSG00000143514.17,,GTEX.RWS6.0226.SM.2XCA9,40.9904
ENSG00000143514.17,,GTEX.S32W.0326.SM.2XCBI,33.9131
ENSG00000143514.17,,GTEX.S33H.0626.SM.2XCBJ,27.8026
ENSG00000143514.17,,GTEX.S341.0326.SM.2XCAU,22.9093
ENSG00000143514.17,,GTEX.S3LF.1126.SM.EVR33,33.6755
ENSG00000143514.17,,GTEX.S7SE.0926.SM.2XCD6,27.4768
ENSG00000143514.17,,GTEX.SIU8.0926.SM.COH1X,25.0608
ENSG00000143514.17,,GTEX.SJXC.1026.SM.EYYVA,29.8479
ENSG00000143514.17,,GTEX.SN8G.0926.SM.4DM5I,25.9157
ENSG00000143514.17,,GTEX.SNOS.0426.SM.32PMH,41.3036
ENSG00000143514.17,,GTEX.SUCS.0626.SM.32PM5,25.8368
ENSG00000143514.17,,GTEX.T2IS.0526.SM.32QP9,24.5565
ENSG00000143514.17,,GTEX.T5JC.0826.SM.32PMC,38.0579
ENSG00000143514.17,,GTEX.T6MN.0826.SM.32PM4,36.6945
ENSG00000143514.17,,GTEX.T6MO.0426.SM.32QOI,34.1918
ENSG00000143514.17,,GTEX.T8EM.0326.SM.3DB7F,34.1604
ENSG00000143514.17,,GTEX.TML8.0326.SM.4GICN,30.3262
ENSG00000143514.17,,GTEX.TMMY.0926.SM.4TT1Z,38.5914
ENSG00000143514.17,,GTEX.U3ZH.0526.SM.3DB75,23.3537
ENSG00000143514.17,,GTEX.U3ZM.0426.SM.3DB73,37.2702
ENSG00000143514.17,,GTEX.U3ZN.0626.SM.3DB7U,37.1687
ENSG00000143514.17,,GTEX.U412.0826.SM.3DB9K,32.5205
ENSG00000143514.17,,GTEX.U8T8.2226.SM.3DB95,28.8598
ENSG00000143514.17,,GTEX.U8XE.1426.SM.3DB8Q,60.224
ENSG00000143514.17,,GTEX.UJHI.0726.SM.3DB92,17.3377
ENSG00000143514.17,,GTEX.UJMC.0726.SM.3GADX,43.2465
ENSG00000143514.17,,GTEX.UPJH.0826.SM.4WKFD,46.3111
ENSG00000143514.17,,GTEX.UPK5.1126.SM.3GAEJ,33.5114
ENSG00000143514.17,,GTEX.V1D1.0826.SM.3P5ZA,15.5248
ENSG00000143514.17,,GTEX.VJWN.1326.SM.EVR2Z,36.7759
ENSG00000143514.17,,GTEX.VJYA.0326.SM.3GAEX,31.553
ENSG00000143514.17,,GTEX.VUSG.0926.SM.3GIK6,41.313
ENSG00000143514.17,,GTEX.WFG7.0526.SM.3GIKI,36.5103
ENSG00000143514.17,,GTEX.WFON.0426.SM.3GIL4,32.3504
ENSG00000143514.17,,GTEX.WH7G.0726.SM.3NMBM,24.5056
ENSG00000143514.17,,GTEX.WHPG.1426.SM.3NMBB,38.9297
ENSG00000143514.17,,GTEX.WHSB.0326.SM.5FQSD,29.5584
ENSG00000143514.17,,GTEX.WI4N.0826.SM.GQ1DU,84.1639
ENSG00000143514.17,,GTEX.WK11.0526.SM.3NB3O,28.291
ENSG00000143514.17,,GTEX.WL46.1026.SM.GNINR,26.6059
ENSG00000143514.17,,GTEX.WOFM.0126.SM.3MJFE,37.8513
ENSG00000143514.17,,GTEX.WRHU.0226.SM.3MJFV,46.4565
ENSG00000143514.17,,GTEX.WVJS.0826.SM.4MVNR,17.5275
ENSG00000143514.17,,GTEX.WVLH.0826.SM.F21KU,26.8135
ENSG00000143514.17,,GTEX.WWYW.0926.SM.3NB2Z,25.2235
ENSG00000143514.17,,GTEX.WY7C.0426.SM.3NB3C,27.4481
ENSG00000143514.17,,GTEX.WYBS.1126.SM.3NMAM,25.9488
ENSG00000143514.17,,GTEX.WYJK.0826.SM.3NM8Y,39.0067
ENSG00000143514.17,,GTEX.WYVS.0526.SM.3NM9W,32.897
ENSG00000143514.17,,GTEX.WZTO.0426.SM.3NM99,36.034
ENSG00000143514.17,,GTEX.X15G.0626.SM.EVR32,25.4447
ENSG00000143514.17,,GTEX.X261.1026.SM.3NMDL,31.9603
ENSG00000143514.17,,GTEX.X3Y1.0626.SM.3P5YS,23.8398
ENSG00000143514.17,,GTEX.X4EO.0926.SM.3P5Z2,31.2033
ENSG00000143514.17,,GTEX.X4EP.0526.SM.3P5YW,22.9455
ENSG00000143514.17,,GTEX.X4LF.0526.SM.3NMB6,27.1063
ENSG00000143514.17,,GTEX.X4XX.1026.SM.4QARO,28.0897
ENSG00000143514.17,,GTEX.X4XY.1026.SM.46MVX,30.0171
ENSG00000143514.17,,GTEX.X585.1026.SM.G8W81,34.561
ENSG00000143514.17,,GTEX.X5EB.0426.SM.46MVY,22.0697
ENSG00000143514.17,,GTEX.X62O.0726.SM.GOR1I,42.5756
ENSG00000143514.17,,GTEX.XBEC.1026.SM.4QASM,27.3807
ENSG00000143514.17,,GTEX.XBED.0826.SM.47JYC,37.4722
ENSG00000143514.17,,GTEX.XBEW.0226.SM.4AT6A,28.4744
ENSG00000143514.17,,GTEX.XGQ4.0826.SM.4AT4T,30.5476
ENSG00000143514.17,,GTEX.XMD2.1026.SM.4WWE8,25.7177
ENSG00000143514.17,,GTEX.XMD3.0826.SM.H6Q68,28.7774
ENSG00000143514.17,,GTEX.XOT4.1426.SM.4B65T,33.3935
ENSG00000143514.17,,GTEX.XPT6.1226.SM.HLJS1,26.9977
ENSG00000143514.17,,GTEX.XPVG.1026.SM.4B64Y,39.086
ENSG00000143514.17,,GTEX.XQ3S.0926.SM.4BOPI,21.3519
ENSG00000143514.17,,GTEX.XQ8I.1126.SM.4BOO2,31.5114
ENSG00000143514.17,,GTEX.XUW1.1226.SM.GQ1CL,27.816
ENSG00000143514.17,,GTEX.XV7Q.0426.SM.4BRVN,38.8843
ENSG00000143514.17,,GTEX.XXEK.0626.SM.G8LLV,28.8242
ENSG00000143514.17,,GTEX.XYKS.0526.SM.4BRW2,18.9536
ENSG00000143514.17,,GTEX.Y111.1026.SM.4TT22,25.4926
ENSG00000143514.17,,GTEX.Y3I4.0426.SM.4TT29,31.3717
ENSG00000143514.17,,GTEX.Y3IK.0626.SM.4WWE4,25.6265
ENSG00000143514.17,,GTEX.Y5LM.0726.SM.4VBRP,31.1606
ENSG00000143514.17,,GTEX.Y5V5.0826.SM.4VBQD,36.9662
ENSG00000143514.17,,GTEX.Y5V6.0226.SM.4V6G7,31.201
ENSG00000143514.17,,GTEX.Y8E4.0526.SM.4V6GC,19.4959
ENSG00000143514.17,,GTEX.Y8LW.0326.SM.4VBQ9,25.8925
ENSG00000143514.17,,GTEX.Y9LG.0526.SM.4VBRY,33.9729
ENSG00000143514.17,,GTEX.YB5E.0726.SM.4VDSH,18.7178
ENSG00000143514.17,,GTEX.YEC3.0226.SM.DO11B,29.7079
ENSG00000143514.17,,GTEX.YEC4.0526.SM.4W21U,34.6688
ENSG00000143514.17,,GTEX.YECK.0926.SM.4W214,30.4778
ENSG00000143514.17,,GTEX.YF7O.0626.SM.4W21R,28.8108
ENSG00000143514.17,,GTEX.YFC4.1126.SM.5RQJN,82.6126
ENSG00000143514.17,,GTEX.YFCO.0426.SM.4W1Z7,28.0694
ENSG00000143514.17,,GTEX.YJ8A.0926.SM.GPI8Y,27.4892
ENSG00000143514.17,,GTEX.YJ8O.1826.SM.5HL82,33.1448
ENSG00000143514.17,,GTEX.ZA64.0326.SM.5HL8T,47.8642
ENSG00000143514.17,,GTEX.ZAB4.0626.SM.5CVN3,16.8934
ENSG00000143514.17,,GTEX.ZAB5.0626.SM.5PNVB,28.9916
ENSG00000143514.17,,GTEX.ZAK1.0826.SM.GRR1A,43.0193
ENSG00000143514.17,,GTEX.ZC5H.0926.SM.5CVMZ,25.4627
ENSG00000143514.17,,GTEX.ZDTS.1026.SM.4WAXS,34.9444
ENSG00000143514.17,,GTEX.ZDTT.0926.SM.5J2MS,42.7539
ENSG00000143514.17,,GTEX.ZDXO.1326.SM.57WBS,40.6115
ENSG00000143514.17,,GTEX.ZDYS.0426.SM.5IJEQ,31.3305
ENSG00000143514.17,,GTEX.ZE7O.0826.SM.57WCP,32.9758
ENSG00000143514.17,,GTEX.ZEX8.0526.SM.DO115,26.2891
ENSG00000143514.17,,GTEX.ZF28.0726.SM.4WKFU,27.9974
ENSG00000143514.17,,GTEX.ZF29.1026.SM.4WKGC,42.4033
ENSG00000143514.17,,GTEX.ZF2S.0626.SM.4WKH2,27.9409
ENSG00000143514.17,,GTEX.ZF3C.0926.SM.DO92P,26.1365
ENSG00000143514.17,,GTEX.ZG7Y.1026.SM.4WWDG,37.5265
ENSG00000143514.17,,GTEX.ZLV1.0426.SM.4WWC2,60.9691
ENSG00000143514.17,,GTEX.ZLWG.0626.SM.4WWFR,31.3567
ENSG00000143514.17,,GTEX.ZPCL.0926.SM.DNZZ8,27.505
ENSG00000143514.17,,GTEX.ZPIC.0626.SM.57WDY,25.5614
ENSG00000143514.17,,GTEX.ZPU1.0926.SM.57WDO,33.3835
ENSG00000143514.17,,GTEX.ZQG8.0326.SM.51MSE,17.749
ENSG00000143514.17,,GTEX.ZT9W.0726.SM.9JGG2,48.3689
ENSG00000143514.17,,GTEX.ZT9X.0326.SM.51MTE,22.3465
ENSG00000143514.17,,GTEX.ZTPG.0926.SM.5O99H,35.401
ENSG00000143514.17,,GTEX.ZTTD.1126.SM.51MRP,16.8778
ENSG00000143514.17,,GTEX.ZUA1.1026.SM.4YCEA,73.4729
ENSG00000143514.17,,GTEX.ZV68.0626.SM.GOR1K,44.2169
ENSG00000143514.17,,GTEX.ZV6S.0426.SM.HAUXQ,35.0034
ENSG00000143514.17,,GTEX.ZVT3.0926.SM.5GICK,47.5799
ENSG00000143514.17,,GTEX.ZVT4.1126.SM.GPRX7,57.1217
ENSG00000143514.17,,GTEX.ZVZQ.1526.SM.5N9G6,40.1281
ENSG00000143514.17,,GTEX.ZXG5.0826.SM.5GID6,36.5068
ENSG00000143514.17,,GTEX.ZY6K.0326.SM.5MR8C,23.3627
ENSG00000143514.17,,GTEX.ZYFG.0226.SM.5GIDT,23.1977
ENSG00000143514.17,,GTEX.ZYT6.0526.SM.5GIEA,26.464
ENSG00000143514.17,,GTEX.ZYVF.1726.SM.5E443,21.998
ENSG00000143514.17,,GTEX.ZYW4.1526.SM.5MR8B,23.9466
ENSG00000143514.17,,GTEX.ZYY3.0926.SM.5E454,77.8997
ENSG00000143514.17,,GTEX.ZZPT.1326.SM.5E43H,35.2649
ENSG00000143514.17,,GTEX.ZZPU.0526.SM.5E44U,25.661
